final_split,agent_id,reviewer_name,harness,model,task_id,terminal_status,scoreable_cell,verified_pass,failure_category,latency_seconds,estimated_cost_usd,usage_observed,cost_observation_kind,usage_source,billed_cost_usd,patch_sha256,run_id,paid_cell_source,score_source_kind,source_artifact_path,replacement_rule
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__004,verified_pass,True,True,verified pass,47.072,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,4c98b41c3975f56231ae8eddbd7adef1a73b60ee8161b589e0c61b4059c92617,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__004,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__004,verified_fail,True,False,hidden verifier failure,29.566,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,d9d84b394a0e285f38029d7c0b69a974a34a5d43cf9f491a722e5b138d5d7241,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__004,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__004,invalid_output,False,False,no meaningful change,169.966,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__004,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__006,verified_pass,True,True,verified pass,53.06,0.1103045,True,observed_tokens_estimated_cost,adapter_output_usage_json,,d103518030bc48b96de2542acbd530f51df96d170701bf394773235e3c4466d5,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__006,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__006,verified_pass,True,True,verified pass,27.499,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,d103518030bc48b96de2542acbd530f51df96d170701bf394773235e3c4466d5,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__006,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__006,verified_fail,True,False,hidden verifier failure,20.619,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,bee4dfc9ad51adba95db58f4e5d8843a46e0ebfafac26ac8b9a256d26c892b3b,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__006,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__006,verified_pass,True,True,verified pass,62.661,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,318529081dcae1b3cd41c5bd49627606e073792fb5091bc9edf4a7bb15477acb,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__006,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__019,verified_pass,True,True,verified pass,58.598,0.140128,True,observed_tokens_estimated_cost,adapter_output_usage_json,,959652d4cb30c883617e5931413ac538db7998367f5d38a8cf9bcaca4a042964,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__019,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__019,verified_pass,True,True,verified pass,49.302,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,e7e91b8e447ccc403f8f2642452bb32f1204f992e907420da372f52a64601ec6,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__019,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__019,verified_pass,True,True,verified pass,100.808,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,818d5eb499dcd0ecb9df5e44f586fea5dda374080e26e7abbf4162838b2daa1a,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__019,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__019,verified_pass,True,True,verified pass,66.197,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,6d6f4729727f8ade864e45dedf4d473ba2775910ae0863bcf523474da72dc728,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__019,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__068,verified_fail,True,False,hidden verifier failure,620.408,0.20868,True,observed_tokens_estimated_cost,adapter_output_usage_json,,0ac909997ce9bea0166f61574585d13dd802c768484dcd96cec84c58d3dab6d2,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__068,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__068,verified_pass,True,True,verified pass,231.155,0.1654045,True,observed_tokens_estimated_cost,adapter_output_usage_json,,5e0ea34cd54018174455fab1a62df3ed56b93ebc6d06763f970ce3a5ae054ef6,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__068,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__068,verified_fail,True,False,hidden verifier failure,512.064,0.0449799,True,observed_tokens_estimated_cost,adapter_output_usage_json,,c29e4e7a5b069d7926f3728f73cfd4390ff6c1774443b788f094a84982484f2e,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__068,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__068,verified_pass,True,True,verified pass,218.15,1.20465,True,observed_tokens_estimated_cost,adapter_output_usage_json,,1957554621b6605629acf30a3e49c6ea71588e72cdcae548ba7220247915d05d,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__068,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__048,verified_fail,True,False,hidden verifier failure,366.753,0.428899,True,observed_tokens_estimated_cost,adapter_output_usage_json,,e8d7ab0ccb3a81f3b14238f4bd118fe9700a8d7fb09e83fbb034345a01f340dd,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__048,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__048,verified_pass,True,True,verified pass,53.501,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,8259b2e7cf7700eba278d236a3e68a0332920eb1384d6ae4532fcdd00f641faa,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__048,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__048,verified_pass,True,True,verified pass,270.276,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,71cb63e9f3046bfb50e50e0d32e935578096d325bf1faa77fe6bc76f3d1bf525,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__048,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__048,verified_fail,True,False,hidden verifier failure,86.411,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,42e56eefedafd84336b854ca6cde6bb69e2377ccfc1bb1a03e2d0bae0100c274,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__048,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__086,verified_pass,True,True,verified pass,75.213,0.184512,True,observed_tokens_estimated_cost,adapter_output_usage_json,,833981c20c4ef86bb18be476647ddc36982ab547870b08e0ab414c5b19126e03,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__086,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__086,verified_pass,True,True,verified pass,48.954,0.206203,True,observed_tokens_estimated_cost,adapter_output_usage_json,,833981c20c4ef86bb18be476647ddc36982ab547870b08e0ab414c5b19126e03,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__086,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__086,verified_pass,True,True,verified pass,57.772,0.05900565,True,observed_tokens_estimated_cost,adapter_output_usage_json,,833981c20c4ef86bb18be476647ddc36982ab547870b08e0ab414c5b19126e03,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__086,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__086,verified_fail,True,False,hidden verifier failure,123.476,1.196484,True,observed_tokens_estimated_cost,adapter_output_usage_json,,f4ecb5774676249a4d20f54fe0530a2ddd6cd85e40055f1cf440ad5e312d5de7,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__086,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__087,verified_fail,True,False,hidden verifier failure,149.412,0.3394635,True,observed_tokens_estimated_cost,adapter_output_usage_json,,b676c6cebe580b027d32f4de5528f997defbd4d6f75d50834fe02d77c0116a40,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__087,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__087,verified_pass,True,True,verified pass,55.109,0.1507325,True,observed_tokens_estimated_cost,adapter_output_usage_json,,5ac38b77d710aefdbf6e1b86766e18a5c694b345e421828f646072041ffe2e99,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__087,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__087,verified_fail,True,False,hidden verifier failure,104.408,0.13374615,True,observed_tokens_estimated_cost,adapter_output_usage_json,,7ae04657decc19ba9019492bbe1f7550a5f7dcafaf2030d68077e027fcc30e19,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__087,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__087,verified_fail,True,False,hidden verifier failure,67.771,0.750144,True,observed_tokens_estimated_cost,adapter_output_usage_json,,2d78a603728efc7e6d0d9032b2b2ef84bba5c57b1ced0b768e132fa777c10968,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__087,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__091,verified_fail,True,False,hidden verifier failure,192.491,0.343704,True,observed_tokens_estimated_cost,adapter_output_usage_json,,1835443113208d874adfebb2d964fd82b6fdf75f0697d05582ee4d603bc6a85d,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__091,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__091,verified_fail,True,False,hidden verifier failure,272.289,0.3476855,True,observed_tokens_estimated_cost,adapter_output_usage_json,,76c5b96461b6b6fcbafaaf3ca868aa2ef59f948c1121d0eb46c7f007c70206e8,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__091,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__091,verified_fail,True,False,hidden verifier failure,25.155,0.03690825,True,observed_tokens_estimated_cost,adapter_output_usage_json,,00a6831bfd6ea81f764965e849f180cf8457f0f7348ec0cd2aeeeeeca8ea16fe,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__091,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__091,verified_pass,True,True,verified pass,380.797,2.966472,True,observed_tokens_estimated_cost,adapter_output_usage_json,,2ebc53093e222fbe8d228474ebba9f8166bf70b99d8011222ee0490c215c15d1,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__091,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__092,verified_fail,True,False,hidden verifier failure,204.692,0.4482205,True,observed_tokens_estimated_cost,adapter_output_usage_json,,87214c36e65dfa858148124740b2b49a720f34bf81bec3c2a400bae2b8d81228,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__092,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__092,verified_fail,True,False,hidden verifier failure,195.579,0.4968265,True,observed_tokens_estimated_cost,adapter_output_usage_json,,222b4a4a65466e280d5bee71a7e91dfbe2f466f1795c64e3637f746f8c4dd960,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__092,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__092,verified_fail,True,False,hidden verifier failure,132.222,0.0984933,True,observed_tokens_estimated_cost,adapter_output_usage_json,,1b8db999165f299bfa4b4639b5173bb3d5b5acb7e4b5faf6b64b02e3a4b3c642,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__092,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__092,verified_fail,True,False,hidden verifier failure,338.018,5.274015,True,observed_tokens_estimated_cost,adapter_output_usage_json,,2f4a30bccc234111d005c41ede1c1cb0313ccd95e5ea92322c4d244f3d4d983d,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__092,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__093,verified_fail,True,False,hidden verifier failure,154.764,0.4000095,True,observed_tokens_estimated_cost,adapter_output_usage_json,,8d95570d6b652c4cd09918e20a0efdc95b1d85b1ec672a14203a984002bf9a2c,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__093,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__093,verified_fail,True,False,hidden verifier failure,112.095,0.3236485,True,observed_tokens_estimated_cost,adapter_output_usage_json,,223c7c88273227f89e4692608efc1a9aacf9947798e5f8d7961fc381042d6bec,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__093,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__093,verified_fail,True,False,hidden verifier failure,63.001,0.0789285,True,observed_tokens_estimated_cost,adapter_output_usage_json,,de3c4b47dbd9ed3342a3c38ba831987e506898396de28ae5494e8b02c7f054cf,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__093,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__093,verified_fail,True,False,hidden verifier failure,181.645,2.068917,True,observed_tokens_estimated_cost,adapter_output_usage_json,,f793568829a2d270f275e27fa814a29851dafb41215fb5e9c021474358d05a7b,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__093,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__095,verified_pass,True,True,verified pass,274.101,0.4741835,True,observed_tokens_estimated_cost,adapter_output_usage_json,,cf2d9febe2edb66490c3c1f1aea872b6ec95248a03ebb0e74333fdbefc61bf29,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__095,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__095,verified_fail,True,False,hidden verifier failure,237.208,0.339818,True,observed_tokens_estimated_cost,adapter_output_usage_json,,ef244f8525784c7f2f5083c60ba28136ba7ac496871ef9100c65bb8b9373bb1c,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__095,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__095,verified_fail,True,False,hidden verifier failure,28.438,0.03703485,True,observed_tokens_estimated_cost,adapter_output_usage_json,,d96b5565fa70bc84c6948e1bb54ceddf7e488a3bda8695091a3cf30a99d65d8d,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__095,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__095,verified_pass,True,True,verified pass,497.902,5.879076,True,observed_tokens_estimated_cost,adapter_output_usage_json,,74d11ae5fbbdc65cee0a50dadbefb99cbccee53f0d11cb817f978a9c6d5f895f,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__095,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
